nom_editeur;adresse;code_postal;ville;departement;url_site_web;annee_creation;diffusion;distribution;nombre_titre_catalogue;nombre_publication;domaines_editoriaux;presence_salon_du_livre_paris_2014;racine_isbn;siret_ou_siren;id;wgs84
FILIGRANES;22 rue du Faubourg-du-Temple;75011;PARIS;75;www.filigranes.com;1988;Pollen littéral;Pollen littéral;490;25;"Art contemporain ; Livres d'artistes ; Photographie";Oui;35046;;IF06_043_11290715480;48.8680445,2.3666546
ÉDITIONS JEAN-CYRILLE GODEFROY;12 rue Chabanais;75002;PARIS;75;www.editionsjcgodefroy.fr;1981;Dilisco;Dilisco;80;10;"Documents, actualités, essais ; Ouvrage de documentation";Non;86553;;IF76_043_7826055611;48.8676218,2.3370394
EDP SCIENCES ÉDITIONS;17 avenue du Hoggar;91944;LES-ULIS;91;www.edpsciences.org;1920;Sofedis;Sofedis;500;50;Sciences et techniques, médecine et gestion (livre);Non;86883;;IF76_043_7826055974;48.686618,2.2021857
ÉDITIONS DU SEXTANT;185 bis rue Ordener;75018;PARIS;75;www.editionsdusextant.fr;2003;Harmonia Mundi;Harmonia Mundi;45;7;Sciences humaines et sociales;Non;84978;45023006500010;IF76_043_7826056058;48.8934794,2.335215
ÉDITIONS DE L'AMANDIER;56 boulevard Davout;75020;PARIS;75;www.editionsamandier.fr;1988;Auto-diffusion;Auto-distribution;403;30;"Photographie  ; Poésie ; Théâtre";Non;35516;34362141300024;IF76_043_7990281583;48.8518268,2.4109768
ÉDITIONS ODILE JACOB;15 rue Soufflot;75240;PARIS;75;www.odilejacob.fr;1986;Hachette;Sodis;3900;200;"Histoire  ; Médecine  ; Philosophie  ; Politique  ; Roman, nouvelle ; Sciences économiques  ; Sciences humaines et sociales";Non;7381;;IF76_043_7826055896;48.8467642,2.3420081
DIANE DE SELLIERS ÉDITIONS;20 rue d'Anjou;75008;PARIS;75;www.editionsdianedeselliers.com;1992;Volumen;Volumen;75;1;Arts (livres);Non;903656;;IF76_043_7826056172;48.870824,2.3215597
TOURBILLON;10 rue Rémy Dumoncel;75014;PARIS;75;www.editions-tourbillon.fr;2001;Volumen;Volumen;718;66;Livre jeunesse;Non;84801;43997580600019;IF76_043_7826056292;48.8297745,2.3329207
PLAY BAC ÉDITIONS;33 rue du Petit-Musc;75004;PARIS;75;www.playbac.fr;1986;Hatier;Hachette;930;40;"Livre jeunesse ; Parascolaire";Non;8096;;IF76_043_7826056730;48.8533691,2.364891
AGNÈS VIÉNOT ÉDITIONS;11 rue Jean de Beauvais;75005;PARIS;75;www.agnesvienot.fr;1995;Volumen;Volumen;130;15;"Cuisine, gastronomie et vins  ; Loisirs, vie pratique, tourisme";Non;235326;;IF76_043_7826055479;48.8493954,2.3470761
BOTEGA ÉDITIONS;3 rue de l'Agent Bailly;75009;PARIS;75;www.botega.fr;2000;Libr'est;Libr'est;3;1;"Loisirs, vie pratique, tourisme  ; Management, gestion et économie d'entreprise (livr ; Mémoire, témoignage, biographie (documents)";Non;914321;;IF76_043_7826056610;48.8783673,2.3422761
ARCHIVES ET CULTURE;26 bis rue Paul Barruel;75015;PARIS;75;www.archivesetculture.fr;1989;De Boeck;De Borée distribution;260;12;"Encyclopédies et dictionnaires ; Histoire";Non;35077;;IF76_043_7826056676;48.8386294,2.3052554
LES ÉDITIONS GRRR ART;3 résidence Saint-Paul;78660;ALLAINVILLE-AUX-BOIS;78;grrrart.free.fr;1999;;le Comptoir du livre de Toulouse;98;15;"Bande dessinée ; Humour ; Livre jeunesse ; Poésie ; Roman, nouvelle ; Tous genres";Non;913574;42132385800025;IF76_043_7826056604;48.459049,1.89722
NOUVELLE CITÉ ÉDITIONS;Domaine d'Arny;91680;BRUYERES-LE-CHATEL;91;www.nouvellecite.fr;1978;Sofedis;Sodis;783;20;Religion/ésotérisme;Non;85313;;IF76_043_7826057921;48.585059,2.189913
VENDÉMIAIRE ÉDITIONS;155 rue de Belleville;75019;PARIS;75;www.editions-vendemiaire.com;2010;Harmonia Mundi et PUF;Harmonia Mundi;103;25;"Cinéma et audiovisuel  ; Histoire  ; Sciences humaines et sociales";Oui;36358;;IF76_043_8735692170;48.8758366,2.3908696
ÉDITIONS MKF;1 rue Maison Dieu;75014;PARIS;75;www.editionsmkf.com;2011;Auto-diffusion;Auto-distribution;9;1;"Conte et légende  ; Environnement ; Nature et montagne";Non;92305;;IF06_043_10928019680;48.8359239,2.3220633
ÉDITIONS IMHO;145 rue de Belleville;75019;PARIS;75;www.imho.fr;2004;Harmonia Mundi;Harmonia Mundi;89;8;"Bande dessinée ; Littérature langue française ; Manga";Non;915517;;IF11_043_9092040410;48.8758504,2.3899527
LE LAURIER;19 passage Jean Nicot;75007;PARIS;75;www.lelaurier.fr;1982;AVM;AVM;365;11;Religion/ésotérisme;Non;86495;;IF76_043_7826056070;48.8581568,2.3081014
PUBLICATIONS DE LA SORBONNE;212 rue Saint-Jacques;75005;PARIS;75;www.publications-sorbonne.fr;1971;AFPU;Sodis;600;25;"Arts (livres) ; Sciences humaines et sociales  ; Universitaire";Non;85944;;IF76_043_7826056241;48.8453634,2.3425158
PARIS-MUSÉES ÉDITIONS;28 rue Notre-Dame-des-Victoires;75002;PARIS;75;www.parismusees.com;1985;Actes sud;UD;350;50;"Arts (livres) ; Livre jeunesse";Non;87900;;IF76_043_7826056523;48.8679605,2.3418858
MARCUS ÉDITIONS;17 rue Pascal;75005;PARIS;75;www.guidesmarcus.com;1933;Vilo;Vilo;144;10;Loisirs, vie pratique, tourisme;Non;7131;;IF76_043_7826056895;48.8380181,2.349615
LA MANUFACTURE DE LIVRES ÉDITIONS;99 rue de Sèvres;75006;PARIS;75;www.lamanufacturedelivres.com;2009;Hachette;Hachette;82;20;"Littérature langue française ; Mémoire, témoignage, biographie (littérature)";Non;35887;;IF76_043_8206264210;48.8485863,2.3211726
ÉDITIONS OUTRE MESURE;36 rue Pascal;75013;PARIS;75;www.outre-mesure.net;1989;;ID Music;53;2;Musique;Non;907891;35079511800032;IF11_043_9111278180;48.8368558,2.3486147
DAKOTA ÉDITIONS;10 impasse Bon Secours;75011;PARIS;75;www.dakotaeditions.com;1991;Interforum;Interforum;120;25;Loisirs, vie pratique, tourisme;Non;84640;;IF76_043_7826055329;48.8551286,2.3828211
FRIMOUSSE ÉDITIONS;29 avenue de la Marne;92120;MONTROUGE;92;www.frimousse.fr;1987;Volumen;Volumen;100;10;Livre jeunesse;Non;35241;;IF76_043_7826056547;48.8158966,2.3070595
LES ARÈNES;27 rue Jacob;75006;PARIS;75;www.arenes.fr;1997;CDE;Sodis;200;30;Documents, actualités, essais;Non;352040;;IF76_043_7826056628;48.8553177,2.3343662
DAPPER;50 avenue Victor Hugo;75016;PARIS;75;www.dapper.com.fr;2001;Vilo;Vilo;104;1;"Beaux-arts / arts plastiques  ; Livre jeunesse ; Roman, nouvelle ; Tous genres";Non;84796;33314643900034;IF76_043_7826057159;48.8711767,2.2879315
ÉDITIONS LES FOURMIS ROUGES;16 rue Lucien Sampaix;75010;PARIS;75;www.editionslesfourmisrouges.com;2013;Harmonia Mundi;Harmonia Mundi;13;13;Livre jeunesse;Non;36902;;IF06_043_10819887640;48.8718991,2.3608774
CTHS ÉDITIONS;110 rue de Grenelle;75907;PARIS;75;www.cths.fr;1834;AFPU;Sodis;650;35;Ouvrage de documentation;Non;7355;;IF76_043_7826055512;48.8566109,2.3208222
LE PASSAGE ÉDITIONS;2 rue de la Roquette;75011;PARIS;75;www.lepassage-editions.fr;2001;Seuil;Volumen;216;15;"Arts (livres) ; Littérature langue française ; Policier ; Tous genres";Non;84742;;IF76_043_7826056121;48.8534167,2.3704794
MINERVE ÉDITIONS;8 galerie Montmartre;75002;PARIS;75;www.editionsminerve.com;1985;Les Belles Lettres;Les Belles Lettres;118;5;"Arts (livres) ; Essai, analyse, critique  ; Histoire  ; Médecine  ; Sciences humaines et sociales";Non;86931;;IF76_043_7826057594;48.8705076,2.3426185
INSEP CONSULTING ÉDITIONS;104 avenue Charles de Gaulle - 4 allée Ferrand;92200;NEUILLY-SUR-SEINE;92;www.insep-editions.com;1980;GEODIF;GEODIF;78;10;"Loisirs, vie pratique, tourisme  ; Management, gestion et économie d'entreprise (livr";Non;914006;;IF76_043_7826057936;48.882542,2.269482
ÉDITIONS COURTES ET LONGUES;16 rue Saint-Paul;75004;PARIS;75;www.cleditions.com;2005;le CDE;Sodis;114;12;"Arts (livres) ; Livre jeunesse";Non;35290;48751881300018;IF76_043_7854189409;48.8533697,2.3615746
RUE DES CASCADES;32 rue des Cascades;75020;PARIS;75;www.ruedescascades.net;2007;Makassar;Makassar;15;3;"Documents, actualités, essais ; Roman, nouvelle (littérature étrangère)";Oui;917051;;IF76_043_7990310470;48.8707214,2.3910344
ÉDITIONS DE LA BPI;Centre Georges Pompidou - 25 rue Renard;75197;PARIS;75;www.bpi.fr;1977;;;101;4;Sciences humaines et sociales;Non;84246;;Serv_043_9794079451;48.859484,2.3521
ART ET IMAGES;20 rue de Longchamp;92200;NEUILLY-SUR-SEINE;92;www.artetimages-edition.fr;2000;Dilisco;Dilisco;40;10;"Arts (livres) ; Loisirs, vie pratique, tourisme";Non;913952;;IF11_043_9091849470;48.8840259,2.2572822
LES ÉDITIONS L'USINE;102 boulevard de la Villette;75019;PARIS;75;www.usine102.fr;2007;Auto-diffusion;Auto-distribution;7;1;Arts (livres);Non;9529209;;IF76_043_7826055401;48.877451,2.370968
ÉDITIONS DES ÎLOTS DE RÉSISTANCE;164 rue du Faubourg Poissonnière;75010;PARIS;75;www.ilotsderesistance.fr;2008;Sofedis;Sodis;11;5;"Documents, actualités, essais ; Sciences humaines et sociales";Non;917088;;IF76_043_7826055968;48.8823582,2.3499053
TRANSBORÉAL ÉDITIONS;23 rue Berthollet;75005;PARIS;75;www.transboreal.fr;1994;Harmonia Mundi;Harmonia Mundi;165;12;"Arts (livres) ; Loisirs, vie pratique, tourisme";Non;9507992;;IF76_043_7826056316;48.8385133,2.3457873
ÉDITIONS DU SANDRE;57 rue du docteur Blanche;75016;PARIS;75;www.editionsdusandre.com;2002;Les Belles Lettres;Les Belles Lettres;120;8;"Littérature langue française ; Religion/ésotérisme  ; Sciences humaines et sociales";Oui;35821;;IF76_043_7830379636;48.8522163,2.2644137
PHARE BLANC;10 rue Gracieuse;75005;PARIS;75;www.editionsgaiesetlesbiennes.eu;2007;Gisserot distribution;Gisserot distribution;70;7;"Essai, analyse, critique  ; Livre jeunesse ; Roman, nouvelle ; Tous genres";Non;912706;;IF76_043_7826055359;48.8425446,2.3516373
LE JARDIN DES LIVRES ÉDITIONS;243 bis boulevard Péreire;75017;PARIS;75;www.lejardindeslivres.com;2001;Dilisco;Dilisco;52;7;"Roman, nouvelle ; Sciences humaines et sociales  ; Spiritualité";Non;914569;;IF76_043_7826056397;48.8789204,2.2869639
NORDSUD ÉDITIONS;36 rue des Plantes;75014;PARIS;75;www.editionsnordsud.com;1980;Sofedis;Sodis;113;30;Livre jeunesse;Non;314;41410207900038;IF76_043_7826056811;48.8297142,2.3229844
ÉDITIONS DES ARCHIVES CONTEMPORAINES;41 rue Barrault;75013;PARIS;75;;1996;;;350;30;Sciences humaines et sociales;Non;914610;;IF76_043_7826056982;48.827158,2.3470328
ÉDITIONS FOLIES D'ENCRE;9 avenue de la Resistance;93100;MONTREUIL;93;www.foliesdencre.com;2003;CDE;Sodis;58;8;"Littérature langue française ; Roman, nouvelle";Oui;907337;;IF76_043_7826057723;48.8590063,2.4364888
TEXTO-LA MAISON DU DICTIONNAIRE;98 boulevard Montparnasse;75014;PARIS;75;www.dicoland.com;1973;;UD;175;17;"Encyclopédies et dictionnaires ; Sciences et techniques, médecine et gestion (livre";Non;85608;48809696700010;IF76_043_7826057876;48.842042,2.3274098
EDITIONS IVOIRE-CLAIR;7 place de la Libération;95400;GROSLAY;95;www.ivoire-clair.fr;1999;Auto-diffusion;Auto-distribution;78;6;"Documents, actualités, essais ; Religion/ésotérisme  ; Théâtre ; Tous genres";Non;913882;42328344900043;IF76_043_7826057933;48.9865486,2.3446082
ANIBWÉ;52 rue Grenetta;75007;PARIS;75;www.anibwe.com;2005;;;54;10;;Non;916121;;Serv_043_9342662461;48.8656409,2.3481414
ANABASE;36 rue Victor Hugo;78120;RAMBOUILLET;78;;1991;Auto-diffusion;Auto-distribution;30;2;"Littérature langue française ; Sciences humaines et sociales";Non;909535;;ADIF_043_9791882520;48.636214,1.8292585
PARIS BIBLIOTHÈQUES ÉDITIONS;3 impasse de la planchette;75009;PARIS;75;www.paris-bibliotheques.org;1985;Actes sud;;200;5;Ouvrage de documentation;Non;906869;33411238000038;IF76_043_7826055338;48.8683316,2.3554578
L'ASIATHÈQUE - MAISON DES LANGUES DU MONDE;11 cité Veron;75018;PARIS;75;www.asiatheque.com;1973;les PUF;UD;160;12;"Encyclopédies et dictionnaires ; Enseignement  ; Littérature langue étrangère ; Spiritualité  ; Tous genres";Non;911053;;IF76_043_7826055464;48.8848859,2.3322699
FRANCE EMPIRE ÉDITIONS;41 rue Copernic;75016;PARIS;75;www.france-empire.com;1945;Interforum;Interforum;300;60;"Documents, actualités, essais ; Histoire  ; Littérature langue française ; Régionalisme  ; Sciences humaines et sociales";Non;7048;;IF76_043_7826055704;48.8692321,2.2870721
KIME ÉDITIONS;2 impasse des Peintres;75002;PARIS;75;www.editionskime.fr;1989;Les Belles Lettres;Les Belles Lettres;750;35;"Essai, analyse, critique  ; Philosophie  ; Sciences humaines et sociales";Non;84174;;IF76_043_7826056103;48.8639853,2.3500893
LES PETITS MATINS - ÉDITIONS;31 rue Faidherbe;75011;PARIS;75;www.lespetitsmatins.fr;2004;Seuil;Volumen;150;20;"Essai, analyse, critique  ; Littérature langue française";Oui;;;IF76_043_7826056679;48.8528348,2.3826081
SABINE WESPIESER ÉDITEUR;13 rue Séguier;75006;PARIS;75;www.swediteur.com;2001;Volumen;Volumen;133;10;"Littérature langue étrangère ; Littérature langue française";Non;84805;;IF76_043_7826057117;48.8538213,2.3420506
AMPHORA;27 rue Saint-André-des-Arts;75006;PARIS;75;www.ed-amphora.fr;1954;Auto-diffusion;Dilisco;170;25;Loisirs, vie pratique, tourisme;Non;85180;;IF76_043_7826057141;48.853244,2.342491
LE BRUIT DU TEMPS;62 rue Cardinal Lemoine;75005;PARIS;75;www.lebruitdutemps.fr;2008;Les Belles Lettres;Les Belles Lettres;54;14;"Documents, actualités, essais ; Essai, analyse, critique  ; Littérature langue française";Oui;35873;;IF76_043_7826057381;48.8456567,2.3502344
BLAY-FOLDEX (BERLITZ);12-14 rue de Vincennes;93100;MONTREUIL;93;www.blayfoldex.com;1934;Volumen;Volumen;475;100;"Carte géographique et atlas ; Géographie";Non;309;62201973500035;IF76_043_8614517690;48.8571372,2.4375771
LES ÉDITIONS SIGNES ET BALISES;15-29 rue Guilleminot;75014;PARIS;75;www.signesetbalises.fr;2013;Auto-diffusion;Auto-distribution;2;2;Histoire;Oui;9545163;;ADIF_043_10679439701;48.8355023,2.3167422
CROWDBOOK - EDICOOL;50 rue du Chemin Vert;92100;BOULOGNE-BILLANCOURT;92;www.edicool.com;2009;;;;;"Littérature langue française ; Policier ; Sciences humaines et sociales  ; Tous genres";Non;919645;;IF11_043_9686083000;48.8367633,2.2504369
ÉDITIONS NOUVELLES FRANÇOIS BOURIN;154 rue Marcadet;75018;PARIS;75;www.bourin-editeur.fr;2002;le CDE;Sodis;413;40;Sciences humaines et sociales;Non;8494;;IF76_043_7826055356;48.8914702,2.3382027
ÉDITIONS FABERT;107 rue de l'Université;75007;PARIS;75;www.fabert.com;1953;Volumen;Volumen;238;4;"Ouvrage de documentation  ; Sciences humaines et sociales";Non;84922;78429160100010;IF76_043_7826055428;48.8609182,2.3111702
PRESSES DE SCIENCES PO ÉDITIONS;117 boulevard Saint-Germain;75006;PARIS;75;www.pressesdesciencespo.fr;1975;le CDE;Sodis;1200;35;"Essai, analyse, critique  ; Sciences humaines et sociales  ; Tous genres";Non;7246;;IF76_043_7826055545;48.852406,2.3377504
FRISON ROCHE ÉDITIONS;19 rue des Lyanes;75020;PARIS;75;www.editions-frison-roche.com;1987;Auto-diffusion;Auto-distribution;500;15;"Sciences et techniques, médecine et gestion (livre) ; Sciences humaines et sociales";Non;87671;;IF76_043_7826056037;48.8633532,2.404744
LA CHAMBRE D'ÉCHOS;23 impasse Mousset;75012;PARIS;75;www.lachambredechos.com;1999;Pollen littéral;Pollen littéral;46;5;Littérature langue française;Non;913904;;IF76_043_7826056310;48.8456682,2.3913878
INDO ÉDITIONS;61 rue de Maubeuge;75009;PARIS;75;www.indoeditions.com;1999;Auto-diffusion;Auto-distribution;32;3;Sciences humaines et sociales;Non;914086;42335747400018;IF76_043_7826057375;48.8797085,2.348895
INSTITUT D'ÉTUDES SLAVES;9 rue Michelet;75006;PARIS;75;;2001;Auto-diffusion;Auto-distribution;375;13;"Essai, analyse, critique  ; Sciences humaines et sociales";Non;7204;78428056200017;IF76_043_7826057789;48.8424034,2.3353206
SOMOGY ÉDITIONS D'ART;57 rue de la roquette;75011;PARIS;75;www.somogy.fr;1937;Flammarion;UD;1159;75;"Architecture ; Arts (livres) ; Beaux-arts ; Histoire  ; Photographie ; Sciences humaines et sociales";Non;85056;;IF76_043_7826057840;48.8563364,2.3752893
LES PETITES BULLES ÉDITIONS;127 rue Lamarck;75018;PARIS;75;www.lespetitesbulleseditions.fr;2013;CED Cedif;Pollen littéral;3;3;Livre jeunesse;Oui;74832;;IF76_043_8735666810;48.8908806,2.3300007
LE SENS FIGURÉ;9 rue Notre Dame de Lorette;75009;PARIS;75;www.lesensfigure.fr;2007;Les Belles Lettres;;10;2;;Non;918002;;IF76_043_8826319840;48.8773233,2.3382302
LES ÉDITIONS BLEU PÉTROLE;16 rue Frédérick Lemaître;75020;PARIS;75;www.bleupetrole-editions.com;2010;;;3;1;;Non;9541201;53967309500011;IF06_043_10515521380;48.8741462,2.3925771
ÉDITIONS ANFORTAS;102 rue de Boissy;94370;SUCY-EN-BRIE;94;www.editions-anfortas.com;2011;;Pollen littéral;16;2;"Livre jeunesse ; Roman, nouvelle ; Spiritualité";Non;91156;;IF06_043_10709859690;48.7627636,2.5258923
ÉDITIONS DE L'INSERM;101 rue de Tolbiac;75013;PARIS;75;www.inserm.fr;1974;Lavoisier;Lavoisier;413;3;Sciences et techniques, médecine et gestion (livre);Non;85598;;IF76_043_7826055392;48.8267362,2.3654346
ÉDITIONS MATIÈRE;26 boulevard Paul Vaillant-Couturier;93100;MONTREUIL;93;www.matiere.org;2003;Les Belles Lettres;Les Belles Lettres;23;3;"Arts (livres) ; Bande dessinée";Non;9520842;;IF76_043_7826056469;48.864868,2.4431708
ÉDITIONS DESCARTES & CIE;32 rue Cassette;75006;PARIS;75;www.editions-descartes.fr;1993;CDE;Sodis;210;15;"Essai, analyse, critique  ; Sciences humaines et sociales";Non;910301;;IF76_043_7826056697;48.8484274,2.3306846
KHÉOPS;42 rue du Fer à moulin;75005;PARIS;75;www.kheops-egyptologie.fr;1986;Auto-diffusion;Auto-distribution;13;2;"Arts (livres) ; Sciences humaines et sociales";Non;9504368;33974617400046;IF76_043_7826057003;48.8388303,2.3522257
TOURNON;45 rue de Broca;75005;PARIS;75;editionstournon.fr;1989;CED Cedif;Dilisco;400;180;"Arts (livres) ; Bande dessinée ; Documents, actualités, essais ; Fantastique, SF, épouvante ; Livre jeunesse ; Tous genres";Non;84857;34875382300031;IF76_043_7826057033;48.8377292,2.3476705
ÉDITIONS DU TOUCAN;16 rue vézelay;75008;PARIS;75;www.editionsdutoucan.fr;2007;Hachette;Hachette;129;20;"Livre jeunesse ; Loisirs, vie pratique, tourisme  ; Policier ; Tous genres";Non;8100;;IF76_043_7826057303;48.8787049,2.3140135
ÉDITIONS ESI;60 rue Vitruve;75020;PARIS;75;www.editions-esi.com;1998;Sofedis;Sodis;1158;215;Loisirs, vie pratique, tourisme;Non;35355;;IF76_043_7826057369;48.8588999,2.4063176
ÉDITIONS DU JUBILÉ;4 rue Chopin;92120;MONTROUGE;92;www.editionsdujubile.com;1979;Hachette;Hachette;550;25;Religion/ésotérisme;Non;86679;;IF76_043_7826057648;48.8117292,2.3029451
HISTORIA EDITIONS;74 avenue du Maine;75014;PARIS;75;www.historia.fr;2012;;UD;28;10;Histoire;Non;;;ADIF_043_10195673550;48.8390899,2.3220303
ÉDITIONS L'AGAPANTE ET CIE;35 rue Moissan;93130;NOISY-LE-SEC;93;www.editions-agapante.com;2001;Auto-diffusion;Auto-distribution;70;6;"Livre jeunesse ; Pédagogie et formation ; Théâtre";Non;9521339;;ADIF_043_9789756450;48.8893845,2.4588814
ÉDITIONS BLUSSON;4 passage Alexandrine;75011;PARIS;75;www.editions-blusson.com;1980;Auto-diffusion;Auto-distribution;25;;"Arts (livres) ; Littérature langue française ; Sciences humaines et sociales";Non;907784;31892491700020;IF11_043_9092069820;48.8557823,2.3868061
EDITIONS CAMBOURAKIS;24 rue Voltaire;75011;PARIS;75;www.cambourakis.com;2006;Actes sud;UD;213;45;"Bande dessinée ; Littérature langue française ; Livre jeunesse";Non;36624;48917336900013;IF76_043_7826056160;48.852781,2.3925997
DESTINATION 2055;2 rue Denfert Rochereau Bat A-03;93200;SAINT-DENIS;93;www.destination2055.com;2003;Auto-diffusion;Auto-distribution;10;;Arts (livres);Non;36007;44523563300010;IF76_043_7826056283;48.9331975,2.3497245
ÉDITIONS TUTTI FRUTTI;28 rue Sedaine;75011;PARIS;75;www.tuttifrutti.fr;2004;Sofedis;Sodis;191;20;Loisirs, vie pratique, tourisme;Non;915667;45303452200020;IF76_043_7826056529;48.8559188,2.3732509
ÉDITIONS ASTARTE;58 rue Amelot;75011;PARIS;75;www.editionsastarte.com;1991;Auto-diffusion;Auto-distribution;33;6;Arts (livres);Non;909607;38284252400011;IF76_043_7826057261;48.8596739,2.3682614
PETIT JOUR;71 rue du Grand Meaulnes;77982;SAINT-FARGEAU-PONTHIERRY;77;www.petitjour.com;1977;Magnard vuibert diffusion;Dilisco;60;15;Tous genres;Non;84250;;IF76_043_7826057546;48.5341797,2.5263298
MENAIBUC;BP 109;75862;PARIS;75;www.menaibuc.com;2004;Auto-diffusion;Auto-distribution;258;14;Tous genres;Non;35349;47830651700010;IF76_043_7826057903;48.894818,2.3655099
LES PETITS PLATONS;21 bis rue d'Armaillé;75017;PARIS;75;www.lespetitsplatons.com;2010;CED Cedif;Dilisco;40;12;Parascolaire;Oui;36165;;IF76_043_8731313800;48.878372,2.291333
ÉDITIONS MAZETTE;69 ter rue Hoche;78390;BOIS-D'ARCY;78;www.editions-mazette.fr;2010;Auto-diffusion;Auto-distribution;6;2;Poésie;Non;919120;41239609500017;IF11_043_9092020280;48.8048179,2.018953
ÉDITIONS TÉLÈTES;51 rue la Condamie;75017;PARIS;75;;1986;DG diffusion;DG diffusion;78;3;Religion;Non;906031;33418274800015;IF11_043_9111406820;48.8857689,2.321824
LES ÉDITIONS DE L'HOMME SANS NOM;122 rue de Vincennes;93100;MONTREUIL;93;www.editions-hsn.fr;2010;CED Cedif;Daudin;21;6;"Fantastique, SF, épouvante ; Policier";Non;918541;52817233100019;IF11_043_9111529230;48.8523401,2.4346546
PASSAGE PIÉTONS;15 rue Saint-Bernard;75011;PARIS;75;www.passagepietons.fr;1998;Auto-diffusion;Auto-distribution;60;;"Arts (livres) ; Poésie";Non;913413;42093571000020;IF76_043_7826055878;48.8515577,2.3812077
ÉDITIONS DOMINIQUE CARRÉ;161 rue de Faubourg Saint-Antoine;75011;PARIS;75;www.editionscarre.com;2004;Interart;Interart;35;4;Arts (livres);Non;915755;45237662700017;IF76_043_7826055911;48.8509606,2.3798629
SONATINE ÉDITIONS;21 rue Weber;75016;PARIS;75;www.sonatine-editions.fr;2006;Interforum;Interforum;134;20;"Documents, actualités, essais ; Policier ; Policier (littérature étrangère) ; Roman contemporain";Non;35584;;IF76_043_7826056229;48.8752424,2.2812399
ÉDITIONS DU PUITS FLEURI;22 avenue de Fontainebleau;77850;HERICY-SUR-SEINE;77;www.puitsfleuri.com;1982;GEODIF;Sodis;280;20;"Sciences et techniques, médecine et gestion (livre) ; Sciences humaines et sociales";Non;86739;;IF76_043_7826056247;48.4434143,2.7591529
ÉDITIONS ILLADOR;34 rue du peintre Lebrun;78000;VERSAILLES;78;www.editions-illador.com;2009;;Lokomodo diffusion;13;4;Roman, nouvelle;Non;9534010;50983097200014;IF76_043_7826056766;48.8072045,2.1254753
BRAGELONNE;60-62 rue d'Hauteville;75010;PARIS;75;www.bragelonne.fr;2000;Media diffusion;MDS;554;76;Fantastique, SF, épouvante;Non;35294;;IF76_043_7826056784;48.8747602,2.3510409
MICHEL DE MAULE ÉDITIONS;41 rue Richelieu;75001;PARIS;75;www.micheldemaule.com;1986;CDE;Sodis;400;30;"Arts (livres) ; Essai, analyse, critique  ; Histoire  ; Roman, nouvelle ; Tous genres";Non;87623;;IF76_043_7826056991;48.8658489,2.3367392
LES BONS CARACTÈRES;6 rue Florian;93500;PANTIN;93;www.lesbonscaracteres.com;2004;Makassar;Makassar;42;5;"Essai, analyse, critique  ; Sciences humaines et sociales";Non;915727;45205699700011;IF76_043_7826057345;48.8944955,2.4024167
ÉDITIONS JOSÉ CORTI;11 rue de Médicis;75006;PARIS;75;www.jose-corti.fr;1925;Volumen;Volumen;1052;22;"Essai, analyse, critique  ; Roman, nouvelle";Non;7143;;IF76_043_7826057372;48.8481518,2.3396798
CAHIERS D'ART;14 rue du Dragon;75006;PARIS;75;www.cahiersdart.fr;2001;Auto-diffusion;Auto-distribution;13;1;Arts (livres);Non;85117;;IF76_043_7854189463;48.8536903,2.3307621
STEINKIS ÉDITIONS;5 rue Tronchet          31 rue d'Amsterdam;75008;PARIS;75;www.steinkis.com;2011;Flammarion;UD;32;10;;Non;90090;;IF76_043_8735694350;48.871318,2.32495
INCULTE;3 rue de Nemours;75011;PARIS;75;www.inculte.fr;2004;Actes sud;UD;126;15;"Essai, analyse, critique  ; Littérature langue étrangère ; Roman, nouvelle";Non;916;;IF76_043_7826055386;48.8649758,2.372643
MED-LINE ÉDITIONS;12 rue du Texel;75014;PARIS;75;www.med-line.fr;1990;Dilisco;Dilisco;200;12;Médecine;Non;908763;;IF76_043_7826055590;48.8366584,2.3198116
ULYSSE ÉDITIONS;127 rue Amelot;75011;PARIS;75;www.guidesulysse.com;1990;Interforum;Interforum;307;35;Tourisme;Non;89464;;IF76_043_7826055650;48.8639987,2.3666469
DES FEMMES ÉDITIONS - ANTOINETTE FOUQUE;35 rue Jacob;75006;PARIS;75;www.desfemmes.fr;1973;CDE;Sodis;600;10;"Essai, analyse, critique  ; Roman, nouvelle";Non;7210;;IF76_043_7826056748;48.8557246,2.3332806
ÉDITIONS MYOHO;47 boulevard de Ménilmontant;75011;PARIS;75;www.editionsmyoho.fr;2005;Auto-diffusion;Auto-distribution;14;5;"Loisirs, vie pratique, tourisme  ; Religion/ésotérisme";Non;916671;48397173500012;IF76_043_7826057066;48.8610586,2.3877952
EUROPA APPS;11 rue du Chalgrin;75016;PARIS;75;www.europa-apps.com;2011;;;;;Livre jeunesse;Non;;;IF11_043_9685899600;48.8742327,2.2883937
ÉDITIONS RACKHAM;5 rue Jules Vallès;75011;PARIS;75;www.editions-rackham.com;1989;Les Belles Lettres;Les Belles Lettres;153;10;"Arts (livres) ; Bande dessinée";Non;87827;34988402300061;IF76_043_7854189451;48.8532219,2.3847743
WORK IS PROGRESS;32 boulevard de Ménilmontant;75020;PARIS;75;www.workisprogress.fr;2012;Pollen littéral;Pollen littéral;4;2;;Oui;91656;;Serv_043_10685937697;48.862894,2.387853
